"FREGUESIA.x","CONCELHO","id_c","query"
"NOSSA SENHORA DA OLIVEIRA","GUIMARAES","0308","You are matching parish names (freguesias) within the municipality (concelho) of 'GUIMARAES' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- CASTELOES
- AROSA
- GONCA
- DONIM
- BRITEIROS (SALVADOR)
- GONDOMAR
- BRITEIROS (SANTA LEOCADIA)
- LONGOS
- SOUTO (SANTA MARIA)
- BRITEIROS (S. ESTEVAO)
- SANDE (S. LOURENCO)
- BALAZAR
- SOUTO (S. SALVADOR)
- BARCO
- SANDE (S. MARTINHO)
- CALDELAS
- RENDUFE
- S. TORCATO
- SANDE (S. CLEMENTE)
- PRAZINS (SANTA EUFEMIA)
- GOMINHAES
- PRAZINS (S. TIRSO)
- LEITOES
- ATAES
- PONTE
- SELHO (S. LOURENCO)
- SANDE (VILA NOVA)
- FIGUEIREDO
- PENCELO
- OLEIROS
- AIRAO (S. JOAO BAPTISTA)
- ALDAO
- BRITO
- FERMENTOES
- AZUREM
- VERMIL
- MESAO FRIO
- AIRAO (SANTA MARIA)
- SILVARES
- GUIMARAES (OLIVEIRA DO CASTELO)
- COSTA
- RONFE
- GUIMARAES (S. PAIO)
- CREIXOMIL
- SELHO (S. JORGE)
- GUIMARAES (S. SEBASTIAO)
- INFANTAS
- CANDOSO (SANTIAGO)
- URGEZES
- CANDOSO (S. MARTINHO)
- MASCOTELOS
- GONDAR
- ABACAO (S. TOME)
- SELHO (S. CRISTOVAO)
- PINHEIRO
- POLVOREIRA
- NESPEREIRA
- SERZEDELO
- CALVOS
- GEMEOS
- SERZEDO
- TABUADELO
- GANDARELA
- GUARDIZELA
- CONDE
- VIZELA (S. FAUSTINO)
- MOREIRA DE CONEGOS
- LORDELO

Does the name 'NOSSA SENHORA DA OLIVEIRA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"OCIDENTAL (ACTUAL CORACAO DE JESUS)","VISEU","1823","You are matching parish names (freguesias) within the municipality (concelho) of 'VISEU' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- COTA
- CALDE
- CEPOES
- BARREIROS
- RIBAFEITA
- LORDOSA
- S. PEDRO DE FRANCE
- BODIOSA
- MUNDAO
- CAVERNAES
- CAMPO
- ABRAVESES
- COUTO DE CIMA
- SANTOS EVOS
- COUTO DE BAIXO
- POVOLIDE
- VIL DE SOUTO
- RIO DE LOBA
- ORGENS
- VISEU (S. JOSE)
- VISEU (SANTA MARIA DE VISEU)
- TORREDEITA
- S. SALVADOR
- VISEU (CORACAO DE JESUS)
- S. CIPRIANO
- BOA ALDEIA
- RANHADOS
- S. JOAO DE LOUROSA
- VISEU (REPESES)
- FRAGOSELA
- FARMINHAO
- VILA CHA DE SA
- FAIL
- SILGUEIROS

Does the name 'OCIDENTAL (ACTUAL CORACAO DE JESUS)' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"ODIVELAS","LOURES","1107","You are matching parish names (freguesias) within the municipality (concelho) of 'LOURES' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- BUCELAS
- LOUSA
- FANHOES
- S. JULIAO DO TOJAL
- S. ANTAO DO TOJAL
- LOURES
- SANTA IRIA DE AZOIA
- S. JOAO DA TALHA
- UNHOS
- FRIELAS
- S. ANTONIO DOS CAVALEIROS
- APELACAO
- BOBADELA
- CAMARATE
- SACAVEM
- PRIOR VELHO
- PORTELA
- MOSCAVIDE

Does the name 'ODIVELAS' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"ORIENTAL (HOJE DE SANTA MARIA)","VISEU","1823","You are matching parish names (freguesias) within the municipality (concelho) of 'VISEU' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- COTA
- CALDE
- CEPOES
- BARREIROS
- RIBAFEITA
- LORDOSA
- S. PEDRO DE FRANCE
- BODIOSA
- MUNDAO
- CAVERNAES
- CAMPO
- ABRAVESES
- COUTO DE CIMA
- SANTOS EVOS
- COUTO DE BAIXO
- POVOLIDE
- VIL DE SOUTO
- RIO DE LOBA
- ORGENS
- VISEU (S. JOSE)
- VISEU (SANTA MARIA DE VISEU)
- TORREDEITA
- S. SALVADOR
- VISEU (CORACAO DE JESUS)
- S. CIPRIANO
- BOA ALDEIA
- RANHADOS
- S. JOAO DE LOUROSA
- VISEU (REPESES)
- FRAGOSELA
- FARMINHAO
- VILA CHA DE SA
- FAIL
- SILGUEIROS

Does the name 'ORIENTAL (HOJE DE SANTA MARIA)' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"PARADELA","VALPACOS","1712","You are matching parish names (freguesias) within the municipality (concelho) of 'VALPACOS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- BOUCOAES
- LEBUCAO
- NOZELOS
- FIAES
- TINHELA
- SONIM
- ALVARELHOS
- SANTA VALHA
- FRIOES
- BARREIROS
- ERVOES
- VILARANDELO
- FORNOS DO PINHAL
- VALPACOS
- SERAPICOS
- SANTIAGO DE RIBEIRA DE ALHARIZ
- VASSAL
- POSSACOS
- S. JOAO DA CORVEIRA
- SANFINS
- ALGERIZ
- CARRAZEDO DE MONTENEGRO
- PADRELA E TAZEM
- RIO TORTO
- AGUA REVES E CRASTO
- SANTA MARIA DE EMERES
- CURROS
- VEIGA DE LILA
- CANAVESES
- S. PEDRO DE VEIGA DE LILA
- VALES

Does the name 'PARADELA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"POUSOFOLES","SABUGAL","0911","You are matching parish names (freguesias) within the municipality (concelho) of 'SABUGAL' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- CERDEIRA
- VILAR MAIOR
- BADAMALOS
- ALDEIA DA RIBEIRA
- SEIXO DO COA
- VALE LONGO
- ALDEIA DA PONTE
- BISMULA
- VALE DAS EGUAS
- RAPOULA DO COA
- VILA DO TOURO
- RUIVOS
- REBOLOSA
- POUSAFOLES DO BISPO
- NAVE
- RUVINA
- RENDO
- BARACAL
- BENDADA
- LOMBA
- PENA LOBO
- ALFAIATES
- VILA BOA
- AGUAS BELAS
- FORCALHOS
- QUINTAS DE S. BARTOLOMEU
- ALDEIA VELHA
- SOUTO
- ALDEIA DE S. ANTONIO
- SABUGAL
- SORTELHA
- QUADRAZAIS
- LAJEOSA
- ALDEIA DO BISPO
- VALE DE ESPINHO
- CASTELEIRO
- S. ESTEVAO
- MALCATA
- FOIOS
- MOITA

Does the name 'POUSOFOLES' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"QUEIRAZ","VINHAIS","0412","You are matching parish names (freguesias) within the municipality (concelho) of 'VINHAIS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- PINHEIRO NOVO
- QUIRAS
- MOIMENTA
- MONTOUTO
- MOFREITA
- SANTALHA
- TUIZELO
- FRESULFE
- SANTA CRUZ
- TRAVANCA
- VILAR SECO DE LOMBA
- VILAR DE OSSOS
- PACO
- EDRAL
- SOEIRA
- VINHAIS
- SOBREIRO DE BAIXO
- VILA VERDE
- CANDEDO
- VILAR DE LOMBA
- ALVAREDOS
- VILA BOA DE OUSILHAO
- NUNES
- OUSILHAO
- CUROPOS
- S. JOMIL
- VILAR DE PEREGRINOS
- VALE DE JANEIRO
- EDROSA
- PENHAS JUNTAS
- REBORDELO
- ERVEDOSA
- VALE DAS FONTES
- CELAS
- AGROCHAO

Does the name 'QUEIRAZ' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"REFOGOS","CABECEIRAS DE BASTO","0304","You are matching parish names (freguesias) within the municipality (concelho) of 'CABECEIRAS DE BASTO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- GONDIAES
- BUCOS
- ABADIM
- CABECEIRAS DE BASTO
- RIO DOURO
- VILAR DE CUNHAS
- CAVES
- PAINZELA
- REFOJOS DE BASTO
- OUTEIRO
- PEDRACA
- ALVITE
- PASSOS
- BASTO
- ARCO DE BAULHE
- FAIA
- VILA NUNE

Does the name 'REFOGOS' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"RESGATADOS","MONTEMOR-O-NOVO","0706","You are matching parish names (freguesias) within the municipality (concelho) of 'MONTEMOR-O-NOVO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- LAVRE
- CORTICADAS DE LAVRE
- CIBORRO
- NOSSA SENHORA DO BISPO
- FOROS DE VALE DE FIGUEIRA
- NOSSA SENHORA DA VILA
- SILVEIRAS
- CABRELA
- S. CRISTOVAO
- SANTIAGO DO ESCOURAL

Does the name 'RESGATADOS' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"RIO PEREIRA","ILHAVO","0110","You are matching parish names (freguesias) within the municipality (concelho) of 'ILHAVO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- GAFANHA DA NAZARE
- GAFANHA DA ENCARNACAO
- ILHAVO (S. SALVADOR)
- GAFANHA DO CARMO

Does the name 'RIO PEREIRA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. ANDRE","VILA NOVA DE POIARES","0617","You are matching parish names (freguesias) within the municipality (concelho) of 'VILA NOVA DE POIARES' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- LAVEGADAS
- ARRIFANA
- VILA NOVA DE POIARES
- S. MIGUEL DE POIARES

Does the name 'S. ANDRE' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. BRAZ","ELVAS","1207","You are matching parish names (freguesias) within the municipality (concelho) of 'ELVAS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- SANTA EULALIA
- S. VICENTE E VENTOSA
- CAIA E S. PEDRO
- BARBACENA
- VILA FERNANDO
- S. BRAS E S. LOURENCO
- ALCACOVA
- TERRUGEM
- VILA BOIM
- AJUDA, SALVADOR E S. ILDEFONSO
- ASSUNCAO

Does the name 'S. BRAZ' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. DINIZ","VILA REAL","1714","You are matching parish names (freguesias) within the municipality (concelho) of 'VILA REAL' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- VILARINHO DE SAMARDA
- LAMAS DE OLO
- S. TOME DO CASTELO
- ADOUFE
- JUSTES
- BORBELA
- VILA MARIM
- MOUCOS
- LAMARES
- VILA COVA
- LORDELO
- PENA
- MONDROES
- VILA REAL (NOSSA SENHORA DA CONCEICAO)
- VALE DE NOGUEIRAS
- CAMPEA
- MATEUS
- QUINTA
- VILA REAL (S. DINIS)
- VILA REAL (S. PEDRO)
- PARADA DE CUNHOS
- CONSTANTIM
- ARROIS
- FOLHADELA
- TORGUEDA
- ANDRAES
- ERMIDA
- NOGUEIRA
- ABACAS
- GUIAES

Does the name 'S. DINIZ' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. JOAO BATISTA","MOURA","0210","You are matching parish names (freguesias) within the municipality (concelho) of 'MOURA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- POVOA DE S. MIGUEL
- AMARELEJA
- MOURA (S. JOAO BAPTISTA)
- S. AMADOR
- MOURA (S. AGOSTINHO)
- SAFARA
- S. ALEIXO DA RESTAURACAO
- SOBRAL DA ADICA

Does the name 'S. JOAO BATISTA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. JOAO DAS CALDAS DE VIZELA","GUIMARAES","0308","You are matching parish names (freguesias) within the municipality (concelho) of 'GUIMARAES' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- CASTELOES
- AROSA
- GONCA
- DONIM
- BRITEIROS (SALVADOR)
- GONDOMAR
- BRITEIROS (SANTA LEOCADIA)
- LONGOS
- SOUTO (SANTA MARIA)
- BRITEIROS (S. ESTEVAO)
- SANDE (S. LOURENCO)
- BALAZAR
- SOUTO (S. SALVADOR)
- BARCO
- SANDE (S. MARTINHO)
- CALDELAS
- RENDUFE
- S. TORCATO
- SANDE (S. CLEMENTE)
- PRAZINS (SANTA EUFEMIA)
- GOMINHAES
- PRAZINS (S. TIRSO)
- LEITOES
- ATAES
- PONTE
- SELHO (S. LOURENCO)
- SANDE (VILA NOVA)
- FIGUEIREDO
- PENCELO
- OLEIROS
- AIRAO (S. JOAO BAPTISTA)
- ALDAO
- BRITO
- FERMENTOES
- AZUREM
- VERMIL
- MESAO FRIO
- AIRAO (SANTA MARIA)
- SILVARES
- GUIMARAES (OLIVEIRA DO CASTELO)
- COSTA
- RONFE
- GUIMARAES (S. PAIO)
- CREIXOMIL
- SELHO (S. JORGE)
- GUIMARAES (S. SEBASTIAO)
- INFANTAS
- CANDOSO (SANTIAGO)
- URGEZES
- CANDOSO (S. MARTINHO)
- MASCOTELOS
- GONDAR
- ABACAO (S. TOME)
- SELHO (S. CRISTOVAO)
- PINHEIRO
- POLVOREIRA
- NESPEREIRA
- SERZEDELO
- CALVOS
- GEMEOS
- SERZEDO
- TABUADELO
- GANDARELA
- GUARDIZELA
- CONDE
- VIZELA (S. FAUSTINO)
- MOREIRA DE CONEGOS
- LORDELO

Does the name 'S. JOAO DAS CALDAS DE VIZELA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. MAMEDE CORONADO","S. TIRSO","1314","You are matching parish names (freguesias) within the municipality (concelho) of 'S. TIRSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- AVES
- VILARINHO
- SEQUEIRO
- LAMA
- AREIAS
- S. MARTINHO DO CAMPO
- PALMEIRA
- RORIZ
- S. SALVADOR DO CAMPO
- REBORDOES
- NEGRELOS (S. TOME)
- BURGAES
- S. TIRSO
- NEGRELOS (S. MAMEDE)
- COUTO (SANTA CRISTINA)
- MONTE CORDOVA
- COUTO (S. MIGUEL)
- GUIMAREI
- CARREIRA
- REFOJOS DE RIBA DE AVE
- AGUA LONGA
- LAMELAS
- REGUENGA
- AGRELA

Does the name 'S. MAMEDE CORONADO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. MAMEDE DE CORONADO","S. TIRSO","1314","You are matching parish names (freguesias) within the municipality (concelho) of 'S. TIRSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- AVES
- VILARINHO
- SEQUEIRO
- LAMA
- AREIAS
- S. MARTINHO DO CAMPO
- PALMEIRA
- RORIZ
- S. SALVADOR DO CAMPO
- REBORDOES
- NEGRELOS (S. TOME)
- BURGAES
- S. TIRSO
- NEGRELOS (S. MAMEDE)
- COUTO (SANTA CRISTINA)
- MONTE CORDOVA
- COUTO (S. MIGUEL)
- GUIMAREI
- CARREIRA
- REFOJOS DE RIBA DE AVE
- AGUA LONGA
- LAMELAS
- REGUENGA
- AGRELA

Does the name 'S. MAMEDE DE CORONADO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. MAMEDE DO CORONADO","S. TIRSO","1314","You are matching parish names (freguesias) within the municipality (concelho) of 'S. TIRSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- AVES
- VILARINHO
- SEQUEIRO
- LAMA
- AREIAS
- S. MARTINHO DO CAMPO
- PALMEIRA
- RORIZ
- S. SALVADOR DO CAMPO
- REBORDOES
- NEGRELOS (S. TOME)
- BURGAES
- S. TIRSO
- NEGRELOS (S. MAMEDE)
- COUTO (SANTA CRISTINA)
- MONTE CORDOVA
- COUTO (S. MIGUEL)
- GUIMAREI
- CARREIRA
- REFOJOS DE RIBA DE AVE
- AGUA LONGA
- LAMELAS
- REGUENGA
- AGRELA

Does the name 'S. MAMEDE DO CORONADO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. MARTINHO","CASTELO BRANCO","0502","You are matching parish names (freguesias) within the municipality (concelho) of 'CASTELO BRANCO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- S. VICENTE DA BEIRA
- ALMACEDA
- LOURICAL DO CAMPO
- LARDOSA
- SOBRAL DO CAMPO
- NINHO DO ACOR
- POVOA DE RIO DE MOINHOS
- LOUSA
- TINALHAS
- ESCALOS DE CIMA
- SARZEDAS
- ALCAINS
- FREIXIAL DO CAMPO
- JUNCAL DO CAMPO
- CAFEDE
- MATA
- ESCALOS DE BAIXO
- SALGUEIRO DO CAMPO
- CASTELO BRANCO
- BENQUERENCAS
- MALPICA DO TEJO
- S. ANDRE DAS TOJEIRAS
- MONFORTE DA BEIRA
- RETAXO
- CEBOLAIS DE CIMA

Does the name 'S. MARTINHO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. MARTINHO DE BORNES","VILA POUCA DE AGUIAR","1713","You are matching parish names (freguesias) within the municipality (concelho) of 'VILA POUCA DE AGUIAR' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- CAPELUDOS
- VALOURA
- BRAGADO
- VREIA DE BORNES
- SABROSO DE AGUIAR
- PARADA DE MONTEIROS
- PENSALVOS
- BORNES DE AGUIAR
- AFONSIM
- VILA POUCA DE AGUIAR
- TRESMINAS
- SANTA MARTA DA MONTANHA
- SOUTELO DE AGUIAR
- VREIA DE JALES
- GOUVAES DA SERRA
- TELOES
- ALFARELA DE JALES

Does the name 'S. MARTINHO DE BORNES' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. MARTINHO DE BOUGADO","S. TIRSO","1314","You are matching parish names (freguesias) within the municipality (concelho) of 'S. TIRSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- AVES
- VILARINHO
- SEQUEIRO
- LAMA
- AREIAS
- S. MARTINHO DO CAMPO
- PALMEIRA
- RORIZ
- S. SALVADOR DO CAMPO
- REBORDOES
- NEGRELOS (S. TOME)
- BURGAES
- S. TIRSO
- NEGRELOS (S. MAMEDE)
- COUTO (SANTA CRISTINA)
- MONTE CORDOVA
- COUTO (S. MIGUEL)
- GUIMAREI
- CARREIRA
- REFOJOS DE RIBA DE AVE
- AGUA LONGA
- LAMELAS
- REGUENGA
- AGRELA

Does the name 'S. MARTINHO DE BOUGADO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. MARTINHO DE CAMPO","POVOA DE LANHOSO","0309","You are matching parish names (freguesias) within the municipality (concelho) of 'POVOA DE LANHOSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- FRIANDE
- AJUDE
- VERIM
- S. JOAO DE REI
- RENDUFINHO
- SERZEDELO
- MONSUL
- FRADES
- AGUAS SANTAS
- MOURE
- GERAZ DO MINHO
- FERREIROS
- COVELAS
- CALVOS
- OLIVEIRA
- LANHOSO
- FONTE ARCADA
- ESPERANCA
- BRUNHAIS
- TRAVASSOS
- POVOA DE LANHOSO (NOSSA SENHORA DO AMPARO)
- TAIDE
- SOBRADELO DA GOMA
- GALEGOS
- VILELA
- CAMPOS
- LOUREDO
- GARFE
- S. EMILIAO

Does the name 'S. MARTINHO DE CAMPO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. MIGUEL DA SE","CASTELO BRANCO","0502","You are matching parish names (freguesias) within the municipality (concelho) of 'CASTELO BRANCO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- S. VICENTE DA BEIRA
- ALMACEDA
- LOURICAL DO CAMPO
- LARDOSA
- SOBRAL DO CAMPO
- NINHO DO ACOR
- POVOA DE RIO DE MOINHOS
- LOUSA
- TINALHAS
- ESCALOS DE CIMA
- SARZEDAS
- ALCAINS
- FREIXIAL DO CAMPO
- JUNCAL DO CAMPO
- CAFEDE
- MATA
- ESCALOS DE BAIXO
- SALGUEIRO DO CAMPO
- CASTELO BRANCO
- BENQUERENCAS
- MALPICA DO TEJO
- S. ANDRE DAS TOJEIRAS
- MONFORTE DA BEIRA
- RETAXO
- CEBOLAIS DE CIMA

Does the name 'S. MIGUEL DA SE' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. NICOLAU","CABECEIRAS DE BASTO","0304","You are matching parish names (freguesias) within the municipality (concelho) of 'CABECEIRAS DE BASTO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- GONDIAES
- BUCOS
- ABADIM
- CABECEIRAS DE BASTO
- RIO DOURO
- VILAR DE CUNHAS
- CAVES
- PAINZELA
- REFOJOS DE BASTO
- OUTEIRO
- PEDRACA
- ALVITE
- PASSOS
- BASTO
- ARCO DE BAULHE
- FAIA
- VILA NUNE

Does the name 'S. NICOLAU' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. PAIO DA VILA","ARCOS DE VALDEVEZ","1601","You are matching parish names (freguesias) within the municipality (concelho) of 'ARCOS DE VALDEVEZ' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- GAVIEIRA
- SISTELO
- CABREIRO
- ALVORA
- LOUREDA
- EXTREMO
- PORTELA
- PADROSO
- EIRAS
- ABOIM DAS CHOCAS
- SA
- GONDORIZ
- SOAJO
- VILELA
- MEI
- SABADIM
- CARRALCOVA
- S. COSME E S. DAMIAO
- CABANA MAIOR
- RIO DE MOINHOS
- SENHAREI
- AGUIA
- GRADE
- COUTO
- PROZELO
- RIO FRIO
- AZERE
- VALE
- ERMELO
- PARADA
- GIELA
- VILA FONCHE
- MIRANDA
- ARCOS DE VALDEVEZ (S. PAIO)
- ARCOS DE VALDEVEZ (SALVADOR)
- MONTE REDONDO
- GUILHADESES
- OLIVEIRA
- PACO
- S. JORGE
- PADREIRO (SANTA CRISTINA)
- TAVORA (SANTA MARIA)
- TAVORA (S. VICENTE)
- TABACO
- SOUTO
- SANTAR
- CENDUFE
- RIO CABRAO
- PADREIRO (SALVADOR)
- JOLDA (MADALENA)
- JOLDA (S. PAIO)

Does the name 'S. PAIO DA VILA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. PEDRO DE MERILIM","BRAGA","0303","You are matching parish names (freguesias) within the municipality (concelho) of 'BRAGA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- CRESPOS
- POUSADA
- NAVARRA
- ADAUFE
- PALMEIRA
- SANTA LUCRECIA DE ALGERIZ
- MERELIM (S. PAIO)
- MERELIM (S. PEDRO)
- MIRE DE TIBAES
- ESTE (S. MAMEDE)
- DUME
- ESTE (S. PEDRO)
- PEDRALVA
- PANOIAS
- GUALTAR
- PADIM DA GRACA
- FROSSOS
- SOBREPOSTA
- BRAGA (S. VITOR)
- PARADA DE TIBAES
- BRAGA (S. VICENTE)
- TENOES
- REAL
- SEMELHE
- ESPINHO
- NOGUEIRO
- BRAGA (SE)
- BRAGA (S. JOAO DO SOUTO)
- BRAGA (MAXIMINOS)
- BRAGA (S. JOSE DE S. LAZARO)
- CABREIROS
- LAMACAES
- GONDIZALVES
- BRAGA (CIVIDADE)
- FRAIAO
- SEQUEIRA
- LOMAR
- FERREIROS
- NOGUEIRA
- PASSOS (S. JULIAO)
- AVELEDA
- ARCOS
- VILACA
- CELEIROS
- ESPOROES
- VIMIEIRO
- FRADELOS
- TADIM
- FIGUEIREDO
- CUNHA
- MORREIRA
- PRISCOS
- RUILHE
- TRANDEIRAS
- LAMAS
- PENSO (S. VICENTE)
- PENSO (S. ESTEVAO)
- ARENTIM
- OLIVEIRA (S. PEDRO)
- GUISANDE
- TEBOSA
- ESCUDEIROS

Does the name 'S. PEDRO DE MERILIM' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
